"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"9470",4603,2008,2100,25,0,"2.High school",FALSE,396,4.115384615,16.93639053,TRUE,1,0,"No romantic union",4,1,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9471",4603,2009,2200,26,0,"2.High school",FALSE,452,5.192307692,26.96005917,TRUE,0,0,"Cohabiting",4,0,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9472",4603,2010,2310,27,0,"3.Some college",FALSE,501,6.134615385,37.63350592,TRUE,1,0,"Cohabiting",4,0,"Health Care",4.225422465,2.413,1.365563444,1.0757,4.7026
"9474",4603,2013,2937,30,0,"3.Some college",TRUE,665,2.326923077,5.414571006,FALSE,1,0,"Married",4,0,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"9477",4607,2001,700,17,0,"1.Less than HS",TRUE,42,0.423076923,0.178994083,FALSE,0,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.3375,2.5157,1.9312,1.1518,4.0165
"9478",4607,2002,700,18,0,"2.High school",FALSE,96,1.461538462,2.136094675,FALSE,0,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9479",4607,2003,701,19,0,"2.High school",FALSE,149,2.480769231,6.154215976,FALSE,0,0,"No romantic union",4,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9480",4607,2004,800,20,0,"2.High school",FALSE,200,1.365384615,1.864275148,FALSE,1,0,"No romantic union",4,0,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"9481",4607,2005,1000,21,0,"2.High school",FALSE,248,0.865384615,0.748890533,TRUE,0,0,"No romantic union",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9482",4607,2006,1100,22,0,"2.High school",FALSE,301,1.884615385,3.551775148,FALSE,0,0,"No romantic union",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9483",4607,2007,1200,23,0,"2.High school",FALSE,350,2.826923077,7.991494083,FALSE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9484",4607,2008,1200,24,0,"2.High school",FALSE,409,3.961538462,15.69378698,FALSE,0,0,"No romantic union",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9485",4607,2009,1365,25,0,"2.High school",FALSE,453,4.807692308,23.11390533,FALSE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9486",4607,2010,1365,26,0,"2.High school",FALSE,513,5.961538462,35.53994083,FALSE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9487",4607,2011,1365,27,0,"2.High school",FALSE,554,6.75,45.5625,TRUE,0,0,"Cohabiting",4,0,"Finance, Insurance, Real Estate, and Rental and Leasing",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9488",4607,2013,1400,29,0,"2.High school",FALSE,665,0.538461538,0.289940828,FALSE,1,0,"Cohabiting",4,0,"Retail Trade",3.124182278,2.0225,1.3526,1.5854,3.8688
"9489",4608,2000,700,17,0,"1.Less than HS",TRUE,101,0.75,0.5625,FALSE,0,0,"Cohabiting",4,0,"Transportation and Warehousing",3.722732677,2.3515,1.5259,1,4.216278372
"9490",4608,2001,800,18,0,"2.High school",FALSE,160,0.461538462,0.213017751,TRUE,1,0,"Cohabiting",4,0,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9492",4608,2003,1667,20,1,"2.High school",FALSE,246,0.653846154,0.427514793,TRUE,1,0,"Cohabiting",4,1,"Educational and Social Services",4.217974043,3.503542958,1.5584,1.234,4.429340838
"9493",4608,2006,765,23,1,"2.High school",FALSE,326,0.692307692,0.479289941,TRUE,0,0,"Cohabiting",4,1,"Health Care",3.829972613,2.772877288,1.3808,1.234176582,4.2158
"9494",4608,2007,980,24,1,"2.High school",FALSE,382,1.769230769,3.130177515,FALSE,0,0,"Cohabiting",4,1,"Health Care",3.829972613,2.772877288,1.3808,1.234176582,4.2158
"9495",4608,2008,1200,25,1,"2.High school",FALSE,433,0.980769231,0.961908284,TRUE,0,0,"No romantic union",4,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"9496",4608,2009,1075,26,1,"2.High school",FALSE,482,1.923076923,3.698224852,TRUE,0,0,"No romantic union",4,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"9497",4608,2010,1200,27,1,"2.High school",FALSE,537,2.980769231,8.884985207,TRUE,0,0,"Cohabiting",4,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"9498",4608,2011,1200,28,1,"2.High school",FALSE,582,3.846153846,14.79289941,TRUE,0,0,"Cohabiting",4,1,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"9499",4608,2013,1744,30,1,"2.High school",FALSE,693,1.730769231,2.99556213,FALSE,1,0,"Cohabiting",4,1,"Information and Communications",4.233333333,3.5,1,1.45,2.75
"9502",4611,2001,732,19,0,"2.High school",FALSE,77,0.692307692,0.479289941,TRUE,1,1,"Cohabiting",4,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"9503",4611,2002,892,20,0,"2.High school",FALSE,141,1.923076923,3.698224852,FALSE,1,1,"Cohabiting",4,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"9504",4611,2004,985,22,0,"2.High school",FALSE,235,1.057692308,1.118713018,TRUE,1,0,"No romantic union",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9505",4611,2005,1185,23,0,"2.High school",FALSE,279,1.903846154,3.624630178,FALSE,1,0,"Cohabiting",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9506",4611,2006,1210,23,1,"2.High school",FALSE,322,2.730769231,7.457100592,TRUE,1,0,"No romantic union",4,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"9507",4611,2007,1210,24,1,"2.High school",FALSE,379,3.826923077,14.64534024,TRUE,1,0,"Cohabiting",4,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"9509",4611,2011,1000,28,1,"2.High school",FALSE,547,1.711538462,2.929363905,FALSE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9510",4611,2013,1333,30,1,"2.High school",FALSE,656,3.807692308,14.49852071,TRUE,1,0,"Cohabiting",4,1,"Other Services",4.784333333,3.6216,3.4599,1,4.2322
"9511",4612,2001,700,17,0,"1.Less than HS",TRUE,20,0.384615385,0.147928994,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.983,2.745174517,3.168816882,1.2546,3.927692769
"9512",4612,2003,900,19,0,"2.High school",TRUE,80,0.173076923,0.029955621,FALSE,0,0,"No romantic union",4,1,"Health Care",2.9368,2.7455,1.1644,1.0014,4.323932393
"9513",4612,2004,725,20,0,"2.High school",TRUE,120,0.807692308,0.652366864,FALSE,0,0,"No romantic union",4,1,"Other Services",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9514",4612,2005,760,21,0,"2.High school",TRUE,167,0.5,0.25,FALSE,1,0,"No romantic union",4,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"9515",4612,2006,1000,22,0,"2.High school",TRUE,220,1.903846154,3.624630178,FALSE,0,0,"No romantic union",4,0,"Educational and Social Services",3.9769,2.2848,1.399,1,4.4563
"9518",4612,2009,1385,25,0,"4.College",TRUE,367,1.096153846,1.201553254,TRUE,0,1,"No romantic union",4,0,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9519",4612,2010,1462,26,0,"4.College",TRUE,420,2.115384615,4.474852071,TRUE,1,1,"No romantic union",4,0,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9520",4612,2011,2121,27,0,"4.College",FALSE,472,3.115384615,9.705621302,TRUE,1,1,"Cohabiting",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9521",4612,2013,2460,29,0,"4.College",FALSE,591,5.403846154,29.20155325,TRUE,1,1,"Married",4,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"9524",4618,2001,765,18,0,"2.High school",TRUE,122,2.346153846,5.50443787,FALSE,0,0,"No romantic union",4,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"9525",4618,2002,1025,19,0,"2.High school",FALSE,166,0.403846154,0.163091716,TRUE,1,1,"No romantic union",4,1,"Transportation and Warehousing",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9526",4618,2003,1060,20,0,"2.High school",FALSE,213,1.307692308,1.710059172,TRUE,1,1,"No romantic union",4,1,"Transportation and Warehousing",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9527",4618,2005,20930,22,0,"2.High school",FALSE,330,0.846153846,0.715976331,FALSE,0,0,"No romantic union",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.731304874,4.550727536,1.1798,1.71885,3.826291315
"9528",4618,2006,1000,23,0,"2.High school",FALSE,371,1.634615385,2.671967456,FALSE,0,0,"No romantic union",4,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.731304874,4.550727536,1.1798,1.71885,3.826291315
"9529",4618,2007,1215,24,1,"2.High school",FALSE,415,0.326923077,0.106878698,TRUE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.677638017,3.861586159,1,1.1975,3.3241
"9530",4618,2008,1230,25,1,"2.High school",FALSE,466,1.307692308,1.710059172,TRUE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.677638017,3.861586159,1,1.1975,3.3241
"9531",4618,2009,1400,26,1,"2.High school",FALSE,515,2.25,5.0625,TRUE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.677638017,3.861586159,1,1.1975,3.3241
"9532",4618,2010,1401,27,1,"2.High school",FALSE,571,3.326923077,11.06841716,TRUE,1,0,"No romantic union",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.677638017,3.861586159,1,1.1975,3.3241
"9533",4618,2013,1670,30,1,"2.High school",FALSE,655,4.942307692,24.42640533,TRUE,1,0,"Married",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.677638017,3.861586159,1,1.1975,3.3241
"9538",4626,2002,811,20,0,"2.High school",FALSE,184,1.153846154,1.331360947,TRUE,1,0,"Cohabiting",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9540",4626,2004,881,22,0,"2.High school",FALSE,214,1.557692308,2.426405325,TRUE,1,0,"Cohabiting",4,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9543",4626,2007,925,25,0,"2.High school",FALSE,358,0.788461538,0.621671598,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9544",4626,2008,1000,26,0,"2.High school",FALSE,406,1.711538462,2.929363905,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9545",4626,2009,1025,27,0,"2.High school",FALSE,456,2.673076923,7.145340237,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9546",4626,2010,1025,28,0,"2.High school",FALSE,511,3.730769231,13.91863905,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9547",4626,2011,1100,29,0,"2.High school",FALSE,558,4.634615385,21.47965976,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9548",4626,2013,1150,31,1,"2.High school",FALSE,661,6.615384615,43.76331361,TRUE,0,0,"Cohabiting",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"9550",4630,2002,385,18,0,"2.High school",TRUE,68,0.25,0.0625,FALSE,0,0,"No romantic union",4,1,"Agriculture, Forestry, Fishing and Hunting",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9551",4630,2003,750,19,0,"2.High school",TRUE,113,0.826923077,0.683801775,FALSE,1,1,"No romantic union",4,1,"Agriculture, Forestry, Fishing and Hunting",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9552",4630,2004,800,20,0,"2.High school",TRUE,170,1.615384615,2.609467456,FALSE,1,0,"No romantic union",4,1,"Agriculture, Forestry, Fishing and Hunting",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9553",4630,2005,1050,21,0,"2.High school",TRUE,222,2.269230769,5.149408284,FALSE,1,0,"Married",4,1,"Agriculture, Forestry, Fishing and Hunting",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9554",4630,2006,1355,22,0,"4.College",FALSE,265,0.673076923,0.453032544,TRUE,1,0,"Married",4,1,"Agriculture, Forestry, Fishing and Hunting",4.02228463,3.2659,3.93875,1.90675,4.474723736
"9555",4630,2007,1581,23,0,"4.College",TRUE,310,3.192307692,10.1908284,TRUE,1,0,"Married",4,1,"Educational and Social Services",4.05925378,2.983675,1.790425,1.566946653,4.12539373
"9556",4630,2008,1800,24,0,"4.College",TRUE,360,4.153846154,17.25443787,FALSE,1,0,"Married",4,1,"Educational and Social Services",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9557",4630,2009,1860,25,0,"4.College",FALSE,417,5.25,27.5625,FALSE,1,0,"Married",4,1,"Educational and Social Services",3.838460752,2.7493,2.417425,1.4899375,4.105213815
"9558",4630,2010,3000,26,1,"4.College",FALSE,472,2.673076923,7.145340237,FALSE,1,1,"Married",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.122555344,3.05106,1.296125923,1.2593,4.31699366
"9559",4630,2011,3000,27,1,"4.College",FALSE,508,2.923076923,8.544378698,FALSE,1,0,"Married",4,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.122555344,3.05106,1.296125923,1.2593,4.31699366
"9560",4630,2013,2991,29,2,"4.College",FALSE,621,7.173076923,51.45303254,FALSE,1,0,"Married",4,1,"Public Administration and Armed Forces",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"9566",4634,2004,500,22,1,"2.High school",FALSE,140,0.557692308,0.31102071,FALSE,0,0,"Married",4,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"9569",4634,2007,1061,25,2,"2.High school",FALSE,244,1.173076923,1.376109467,FALSE,0,0,"Married",4,1,"Educational and Social Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9570",4634,2008,1125,26,2,"2.High school",FALSE,291,2.076923077,4.313609467,FALSE,1,0,"Married",4,1,"Educational and Social Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9571",4634,2009,1202,27,2,"2.High school",FALSE,340,3.019230769,9.115754438,FALSE,1,0,"Married",4,1,"Educational and Social Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9572",4634,2010,1211,28,3,"2.High school",FALSE,384,3.865384615,14.94119822,FALSE,1,0,"Married",4,1,"Educational and Social Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9573",4634,2011,1211,29,3,"2.High school",FALSE,430,4.75,22.5625,FALSE,1,0,"Married",4,1,"Educational and Social Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9574",4634,2013,1465,31,3,"3.Some college",FALSE,546,6.980769231,48.73113905,FALSE,1,0,"Married",4,1,"Other",4.178222684,2.84795,1.290614531,1.56155,3.7425
"9576",4635,2000,650,17,0,"1.Less than HS",TRUE,53,1.019230769,1.038831361,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.504788749,2.4353,1.2541,1.2763,4.5087
"9577",4635,2001,672,18,0,"1.Less than HS",TRUE,100,1.923076923,3.698224852,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.504788749,2.4353,1.2541,1.2763,4.5087
"9578",4635,2002,672,19,0,"2.High school",TRUE,138,2.653846154,7.042899408,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.504788749,2.4353,1.2541,1.2763,4.5087
"9579",4635,2003,701,20,0,"2.High school",TRUE,182,0.423076923,0.178994083,TRUE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9580",4635,2004,716,21,0,"2.High school",FALSE,238,1.5,2.25,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9581",4635,2005,763,22,0,"2.High school",FALSE,290,2.942307692,8.657174556,FALSE,0,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.504788749,2.4353,1.2541,1.2763,4.5087
"9582",4635,2006,763,23,0,"2.High school",FALSE,338,0.461538462,0.213017751,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9583",4635,2007,793,24,0,"2.High school",FALSE,399,1.634615385,2.671967456,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9584",4635,2008,1000,25,0,"2.High school",FALSE,449,1.730769231,2.99556213,FALSE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.9686,4.0371,2.8149,1.6296,4.6667
"9585",4635,2009,1000,25,0,"2.High school",FALSE,492,2.557692308,6.541789941,TRUE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.9686,4.0371,2.8149,1.6296,4.6667
"9586",4635,2010,855,26,0,"2.High school",FALSE,543,1,1,FALSE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9587",4635,2011,875,27,0,"2.High school",FALSE,589,1.884615385,3.551775148,FALSE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9588",4635,2013,1250,30,0,"2.High school",FALSE,706,4.134615385,17.09504438,FALSE,1,0,"Married",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"9589",4656,1998,530,18,0,"2.High school",FALSE,28,0.538461538,0.289940828,FALSE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.038533333,3.305669433,1.9699,1.5115,4.599140086
"9590",4656,1999,750,19,0,"2.High school",FALSE,83,0.903846154,0.81693787,TRUE,1,0,"No romantic union",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"9593",4656,2002,950,23,0,"2.High school",FALSE,253,2.019230769,4.077292899,FALSE,0,0,"Cohabiting",4,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"9594",4656,2003,1204,23,0,"2.High school",FALSE,282,1.25,1.5625,TRUE,1,1,"Cohabiting",4,1,"Information and Communications",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"9595",4656,2004,1808,24,1,"2.High school",FALSE,331,2.192307692,4.806213018,TRUE,1,1,"Cohabiting",4,1,"Information and Communications",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9596",4656,2005,1675,25,1,"2.High school",FALSE,384,3.211538462,10.31397929,TRUE,1,0,"Cohabiting",4,1,"Information and Communications",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9597",4656,2006,1725,26,1,"2.High school",FALSE,431,4.115384615,16.93639053,TRUE,1,0,"Cohabiting",4,1,"Information and Communications",3.998839963,2.86860657,1.1512,1.1628,4.3439
"9598",4656,2007,1785,27,1,"2.High school",FALSE,484,5.134615385,26.36427515,TRUE,1,0,"Cohabiting",4,1,"Information and Communications",3.998839963,2.86860657,1.1512,1.1628,4.3439
